Title,Rate,Price,Price Before Discount,Discount,Image URL,Description,Brand Name,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,RAM Memory Installed,Operating System,Special Features,Graphics Description,Brand,Package Dimensions,Batteries,Item model number,Manufacturer,Series,Form Factor,Standing screen display size,Screen Resolution,Processor Brand,Processor Type,Processor Speed,Processor Count,RAM Size,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Audio Details,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Ram Size,Graphics Card Interface,Wireless Type,Number of USB 3.0 Ports,Are Batteries Included,Lithium Battery Energy Content,Lithium Battery Packaging,Lithium Battery Weight,Number Of Lithium Ion Cells,Item Weight,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,reviews,Product Dimensions,Resolution,Memory Clock Speed,Connectivity Type,Number of USB 2.0 Ports,Number of HDMI Ports,Voltage,Optical Drive Type,Hard Drive Interface,Speaker Description,Average Battery Life (in hours),Wattage,Hardware Platform,Number of Lithium Metal Cells,CPU Speed,Number of Ethernet Ports,Graphics Processor Manufacturer,CPU Model Manufacturer,Battery Cell Composition,Hard Disk Rotational Speed,Total USB Ports,Human Interface Input,Notebook Display Technology,Rear Webcam Resolution,Power Source,Manufacturer reference,Compatible Devices,Specific Uses For Product,Connector Type,Power Plug,Number of Items,Connectivity Technology
"HP Envy x360 Convert 15-es2501dx 2-in-1 Laptop - 12th Intel Core i7-1260P 12-Cores, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, 15.6"" FHD (1920x1080) Multi Touch IPS, FingerPrint, Backlit, Windows 11",Previous page,"53,999",,,https://m.media-amazon.com/images/I/61XblXYWwuL._AC_SX425_.jpg,"About this item
HP Envy x360 Convert 15-es2501dx 2-in-1 Laptop - 12th Intel Core i7-1260P (12-Cores 16 Threads, 18MB Cashe, up to 4.7Ghz ), 16GB DDR4-3200 RAM, 512 GB PCIe NVMe M.2 SSD, Intel Iris Xe Graphics, 15.6"" FHD (1920x1080) Multi Touch IPS 250 nits, FingerPrint Rreader, Full-size backlit natural silver keyboard, Windows 11 - Product color :Natural silver aluminum
1 multi-format SD media card reader, Audio by Bang & Olufsen Dual speakers HP Audio Boost, Wireless : MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate) MU-MIMO supported
Power supply type 65 W AC power adapter, Battery type : 3-cell 51 Wh Li-ion polymer
Camera : HP Wide Vision 720p HD camera with camera shutter, temporal noise reduction and integrated dual array digital microphones
Ports : 1 Thunderbolt 4 with USB Type-C 40Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 AC smart pin; 1 HDMI 2.1; 1 headphone/microphone combo",HP,HP Envy x360 Convert,15.6 Inches,Natural silver aluminum,512 GB,Intel Core i7,16 GB,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,HP,51.9 x 30 x 6.9 cm; 1.8 kg,1 Lithium Ion batteries required.,15-es2501dx,HP,HP Envy x360 Convert,Convertible,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7,3.4 GHz,12,,DDR4,DDR4 SDRAM,16 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by Bang & Olufsen; Dual speakers; HP Audio Boost,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,2,,51 Watt Hours,Batteries packed with equipment,,7,1.8 Kilograms,B0CLFXLJSH,,"#179,935 in Electronics (See Top 100 in Electronics)#762 inTraditional Laptops",19 October 2023,[],,1920x1080 Pixels,3200 MHz,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) MU-MIMO supported,,1,5 Volts,BD-R,PCIE x 4,,,65 Watt-hours,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion Pro 5 Laptop - i7-13700HX 16 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5 RAM, 1TB SSD, 16"" WQXGA (2560x1600) IPS 500nits 100% sRGB 240Hz, 4-Z RGB Backlit",Previous page,"74,999",,,https://m.media-amazon.com/images/I/51fefkRnnAL._AC_SX425_.jpg,"About this item
Intel Core i7-13700HX, 16C (8P + 8E) / 24T, P-core 2.1 / 5.0GHz, E-core 1.5 / 3.6GHz, 30MB
NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W
2x 8GB SO-DIMM DDR5-4800
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR 400, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance",Lenovo,Legion Pro 5 16IRX8,16 Inches,Onyx Grey,1 TB,Intel Core i7,16 GB,Windows 11,"Battery : Integrated 80Wh, Speakers : Stereo speakers 2W x2 optimized with Nahimic Audio, 4-Zone RGB Backlit Arabic, Legion Coldfront 5.0 cooling system, AI Chip: LA1 ( Artificial Intelegence Chip)Battery : Integrated 80Wh, Speakers : Stereo speakers 2W x2 optimized with Na…See more",Dedicated,Lenovo,54.29 x 37.2 x 8.4 cm; 2.55 kg,,82WK0082US,Lenovo,Legion Pro 5 16IRX8,Gaming Laptop,16 Inches,2560 x 1600 pixels,"Intel® Core™ i7-13700HX, 16C (8P + 8E) / 24T, P-core 2.1 / 5.0GHz, E-core 1.5 / 3.6GHz, 30MB",Intel Core i7,2.1 GHz,16,16,SO-DIMM DDR5-4800,DDR5 RAM,32 GB,1 TB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"High Definition (HD) Audio, Realtek® ALC3306 codec",NVIDIA GeForce RTX 4060,NVIDIA,Dedicated,GDDR6,8 GB,AGP,"Bluetooth, 802.11ax",6,,80 Watt Hours,Batteries contained in equipment,,,2.55 Kilograms,B0CNN1M749,,"#98,641 in Electronics (See Top 100 in Electronics)#397 inTraditional Laptops",19 November 2023,[],,2560x1600 Pixels,4800 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.1",,1,230 Volts,,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Audio",,300 watts,,,,1,,,,,,,,,,,,,,,,
"Lenovo Legion Pro 5 Laptop - i9-13900HX 24 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5-5600MHz RAM, 512GB SSD, 16"" WQXGA (2560x1600) IPS 300nits 165Hz, 4-Z RGB Backlit",Previous page,"73,199",,,https://m.media-amazon.com/images/I/51fefkRnnAL._AC_SX425_.jpg,"About this item
Intel Core i9-13900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.4GHz, E-core 1.6 / 3.9GHz, 36MB
NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 140W
2x 8GB SO-DIMM DDR5-5600
512GB SSD M.2 2280 PCIe 4.0x4 NVMe
16"" WQXGA (2560x1600) IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision, G-SYNC, Low Blue Light",Lenovo,Legion Pro 5 16IRX8,16 Inches,Onyx Grey,512 GB,Intel Core i9,16 GB,Windows 11,"Battery : Integrated 80Wh, Speakers : Stereo speakers 2W x2 optimized with Nahimic Audio, 4-Zone RGB Backlit Arabic, Legion Coldfront 5.0 cooling system, AI Chip: LA1 ( Artificial Intelegence Chip)Battery : Integrated 80Wh, Speakers : Stereo speakers 2W x2 optimized with Na…See more",Dedicated,Lenovo,54.1 x 34.1 x 8.6 cm; 2.5 kg,1 Lithium Ion batteries required.,82WK00NUAX,Lenovo,Legion Pro 5 16IRX8,Gaming Laptop,16 Inches,2560 x 1600 pixels,"Intel® Core™ i9-13900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.4GHz, E-core 1.6 / 3.9GHz, 36MB",Intel Core i9,2.2 GHz,24,16,SO-DIMM DDR5-5600,DDR5 RAM,32 GB,512 GB,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"High Definition (HD) Audio, Realtek® ALC3306 codec",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",6,,80 Watt Hours,Batteries contained in equipment,,7,2.5 Kilograms,B0CYFSB7DK,,"#107,412 in Electronics (See Top 100 in Electronics)#448 inTraditional Laptops",19 March 2024,[],,2560x1600 Pixels,5600 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.2",,1,230 Volts,BD-R,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Audio",,,,,,1,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 3 15ALC6 Laptop - Ryzen 7 5700U 8 Cores, 8GB RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Arctic Grey",3.0 out of 5 stars,"25,499",,,https://m.media-amazon.com/images/I/81VBQJoT5JL._AC_SX425_.jpg,"About this item
Lenovo IdeaPad 3 15ALC6 Laptop - Ryzen 7 5700U 8 Cores, 8GB RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Arctic Grey
Good Quality
Perfect Material
Easy to use
Unique and fashionable design.",Lenovo,Lenovo IdeaPad 3 - 82KU00WCAK,15.6 Inches,Grey,1 TB,AMD Ryzen 7 5700U,8 GB,DOS,Numeric Keypad,Integrated,Lenovo,53.6 x 33.4 x 8.2 cm; 1.65 kg,,,Lenovo,Lenovo IdeaPad 3 - 82KU00WCAK,Laptop,15.6 Inches,1920 x 1080 pixels,AMD,AMD Ryzen 7 5700U,1.8 GHz,8,8 GB,DDR4,DDR4 SDRAM,8 GB,1 TB,HDD,Speakers,AMD Radeon Graphics,AMD,Integrated,DDR4 SDRAM,,Integrated,,1,,38 Watt Hours,Batteries contained in equipment,,,1.65 Kilograms,B0BPK6MLC8,3.03.0 out of 5 stars3 ratings3.0 out of 5 stars,"#55,308 in Electronics (See Top 100 in Electronics)#171 inTraditional Laptops",9 December 2022,"[{'Reviewer': 'Ali A.', 'Rating': '3.0 ', 'Date': 'Reviewed in Egypt on 30 April 2024', 'Review': ""well I have the product now for about 2 month and It's working but I do have an Identical but with ryzen 5500u and it's performing better for some reason in the real day use both are the same monitor and the same storage but somehow this is the case hope it helps you out as a review\nnote the battery is very bad it's about 2 3 hour use max not as advertised""}, {'Reviewer': 'Hamza mohamed', 'Rating': '3.0 ', 'Date': 'Reviewed in Egypt on 22 June 2024', 'Review': 'The device is good enough but it doesn’t come with installed windows “which I found kinda weird” so you have to install your own windows\nOther than that its good'}, {'Reviewer': 'Do not Come with Windows', 'Rating': '3.0 ', 'Date': 'Reviewed in Egypt on 8 July 2024', 'Review': 'The product do not come with windows installed'}]",,1920x1080 Pixels,,Bluetooth,1,,24 Volts,,Serial ATA,Built-in speakers for audio output,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 15IRH8 Gaming Laptop 15.6 Inch FHD 8GB DDR5 RAM 512GB PCIe SSD - Storm Grey,Previous page,,,,https://m.media-amazon.com/images/I/51l2bhpuNJL._AC_SX425_.jpg,"About this item
Processor: Intel 12th Gen i5-12450H ,A capable CPU with a good balance of performance and efficiency for gaming and multitasking.
Graphics Card: NVIDIA GeForce RTX 3050 6GB , A powerful GPU that supports ray tracing and delivers excellent gaming performance at high settings.
Memory: 8GB DDR5 RAM ,High-speed memory for smooth multitasking and gaming, with the potential for future upgrades.
Storage: 512GB PCIe SSD , Fast storage solution ensuring quick load times and sufficient space for games, applications, and files.
Screen Size: 15.6 inches, Resolution: Full HD (1920 x 1080) , Refresh Rate: 144Hz , Ensures fluid and smooth visuals, reducing motion blur during fast-paced gaming.
Panel Type: IPS with G-Sync , Provides vibrant colors, wide viewing angles, and eliminates screen tearing with G-Sync technology.
Keyboard: Backlit , Enables comfortable typing and gaming in low-light conditions./Wi-Fi: Wi-Fi 6 , Offers faster and more reliable wireless connectivity.
The Lenovo LOQ 15IRH8 Gaming Laptop is designed to deliver a robust gaming experience with its Intel 12th Gen i5 processor, NVIDIA GeForce RTX 3050 graphics card, and a fast 144Hz FHD display with G-Sync technology. The combination of 8GB DDR5 RAM & 512GB PCIe SSD ensures quick load times and smooth multitasking. Additional features like the backlit keyboard, HD camera, Wi-Fi 6, and the inclusion of a free M100 gaming mouse make it a well-rounded choice for gamers seeking performance and value",Lenovo,Lenovo LOQ 15IRH8,15.6 Inches,Gray,512 GB,Intel Core i5,8 GB,Windows,Backlit Keyboard,Integrated,Lenovo,53.8 x 32.1 x 9.4 cm; 3.8 kg,,Lenovo LOQ 15IRH8,Lenovo,Lenovo LOQ 15IRH8,Clamshell,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i5,2.4 MHz,10,16 GB,,DDR5 SDRAM,,512 GB,SSD,"internal, headphone jack",Intel Iris Xe Graphics,,Integrated,,,,802.11ax,,,,,,,3.8 Kilograms,B0D6RW1YZY,,"#108,657 in Electronics (See Top 100 in Electronics)#459 inTraditional Laptops",11 June 2024,[],,1920 x 1080,,Wi-Fi,,1,,,PCIE x 4,"Stereo speakers, 2W x2, Realtek ALC3287 codec",,,Windows,,,1,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, CPU: Core i7-13700H, 16GB DDR5 2DM 5200 Graphics Card: NVIDIA GeForce RTX 4060, VRAM: 8GB, Display: 16.1 QHD IPS 300 nits 240Hz flat, 1TB, Windows 11 (16-r0067ne)",Previous page,"76,599",,,https://m.media-amazon.com/images/I/519GOFC36NL._AC_SX425_.jpg,"About this item
Processor: Core i7-13700H, a newer generation processor offering improved performance.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: NVIDIA GeForce RTX 3050 Ti graphics card for high-quality gaming visuals.
Display: 16.1-inch FHD IPS display with 144Hz refresh rate for smooth visuals.",HP,16-r0067ne,16.1 Inches,White,1 TB,Core i7,16 GB,Windows 11,,Dedicated,HP,,,16-r0067ne,HP,16-r0067ne,Laptop,16.1 Inches,1920 x 1080 pixels,Intel,Core i7,5,1,16,DDR5,,32 GB,1 TB,SSD,Headphones,,NVIDIA,Dedicated,GDDR6,,Integrated,,2,,,,,,3 Kilograms,B0CYZZ5CGZ,,"#400,424 in Electronics (See Top 100 in Electronics)#1,227 inTraditional Laptops",25 March 2024,[],23 x 33 x 2 cm; 3 kg,,,,1,,,DVD,PCIE x 2,,,,,,5,,,,,7200,,,,,,,,,,,,
"HP Victus 15-fb0048ne Gaming Laptop - Ryzen 5-5600H 6-Cores, 8 GB RAM, 512GB SSD, 15.6"" FHD (1920X1080) 144 Hz IPS, AMD Radeon RX 6500M 4GB GDDR6 Graphics, Backlit Keyboard - Performance Blue",Previous page,"30,299",,,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SX425_.jpg,"About this item
HP Victus 15-fb0048ne Gaming Laptop - Ryzen 5-5600H 6-Cores, 8 GB RAM, 512GB SSD, 15.6"" FHD (1920X1080) 144 Hz IPS, AMD Radeon RX 6500M 4GB GDDR6 Graphics, Backlit Keyboard - Performance Blue",HP,Victus Gaming Laptop,15.6 Inches,Performance Blue,512 GB,Ryzen 5 5600H,8 GB,DOS,"4GB GDDR6 AMD Radeon™ RX 6500M Graphics beats RTX 3050, Full-size backlit keyboard with numeric keypad, AMD Ryzen 5 5600H (6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3), 15.6"" diagonal FHD (1920 x 1080) 144 Hz 9 ms response time IPS micro-edge anti-glare 250 nits4GB GDDR6 AMD Radeon™ RX 6500M Graphics beats RTX 305…See more",Dedicated,HP,56.1 x 30.9 x 6.7 cm; 2.29 kg,,15-fb0048ne,HP,Victus Gaming Laptop,laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 5 5600H,3.3 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,AMD Radeon RX 6500M,AMD,Dedicated,GDDR6,4 GB,AGP,"Bluetooth, 802.11ax",2,,52.5 Watt Hours,Batteries contained in equipment,,,2.29 Kilograms,B0CP8VTKQL,,"#183,998 in Electronics (See Top 100 in Electronics)#772 inTraditional Laptops",1 December 2023,[],,1920x1080 Pixels,3200 MHz,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) MU-MIMO supported; Modern Standby (Connected),1,1,240 Volts,,PCIE x 4,,,150 watts,,,,1,,,,,,,,,,,,,,,,
"Dell Latitude Laptop (Core i5,500GB, 4 GB) - E6430,14in",3.0 out of 5 stars,"8,645",,,https://m.media-amazon.com/images/I/61vFla7ha5L._AC_SX425_.jpg,"About this item
Brand - Dell
Size - 14 Inch
Type - Laptop
Model - E6430",Dell,Latitude,14 Inches,Black and Silver,500 GB,Core i5,4 GB,Windows,Backlit Keyboard,Integrated,Dell,30 x 20 x 3 cm; 1 kg,,E6430,Dell,Latitude,Laptop,14 Inches,,Intel,Core i5,,,4 GB,DDR4,DDR3 SDRAM,,500 GB,HDD,Speakers,,Intel,Integrated,,4 GB,,802.11n,,,,,,,1 Kilograms,B0997LHF2Q,3.03.0 out of 5 stars5 ratings3.0 out of 5 stars,"#78,121 in Electronics (See Top 100 in Electronics)#294 inTraditional Laptops",12 July 2021,"[{'Reviewer': 'ماجد العسيلى', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 1 November 2023', 'Review': 'الجهاز وصلنى مستعمل واخد خبطتين فى البودى و خرافيش . تاجر غير امين بيبيعه على انه جديد و الكيبورد مفيهوش عربى . سعره فى شركات الكمبيوتر المستعمل ب ٣٠٠٠ جنيه . لا انصح بشراؤه .'}, {'Reviewer': 'mohamed elthaan(محمدممدوح عبد العزيز محمد الطحان)', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 14 July 2024', 'Review': 'لا أعرف المقصود بالسؤال'}, {'Reviewer': 'Esam noor', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 30 July 2022', 'Review': 'البطارية غير صالحة - الهارد غير مثبت جيدا- لا يوجد حروف عربي\nو للعلم تجربتي سيئة مع الجهاز و قمت بارجاعه'}, {'Reviewer': 'TheFox', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 14 October 2023', 'Review': 'اللاب كان سريع معايا الصراحة وشكلو حلو وعملى'}]",,,,"Wi-Fi 802.11 a/b/g/n, Bluetooth 4.0",,,240 Volts,DVD±RW,Serial ATA,,,,,,,,,,,7.2E+3 RPM,,,,,,,,,,,,
"Hp Victus Gaming Laptop - 13th Intel i5-13420H 8-Cores, 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics, 8GB RAM, 512GB SSD, 15.6"" FHD (1920x1080) 144 Hz IPS, Backlit Keyboard, Windows 11, Blue",Previous page,"39,999",,,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SX300_SY300_.jpg,"About this item
Hp Victus Gaming Laptop - 13th Intel i5-13420H 8-Cores, 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics, 8GB RAM, 512GB SSD, 15.6"" FHD (1920x1080) 144 Hz IPS, Backlit Keyboard, Windows 11, Blue",HP,Victus 15 I5-13420H 8G 512G 6RTX3050 W11,15.6 Inches,Performance Blue,512 GB,Intel Core i5,8 GB,Windows 11,"6GB GDDR6 NVIDIA® GeForce RTX™ 3050 Graphics, Integrated 10/100/1000 GbE LAN, Battery 4-cell 70 Wh Li-ion polymer, Full-size backlit performance blue keyboard with numeric keypad, 15.6"" diagonal FHD (1920 x 1080) 144 Hz 9 ms response time IPS micro-edge anti-glare 250 nits6GB GDDR6 NVIDIA® GeForce RTX™ 3050 Graphics, Integrated 10/1…See more",Dedicated,HP,52.1 x 30.6 x 6.9 cm; 2.3 kg,1 Lithium Ion batteries required.,VIC13420H8G512G3050W,HP,Victus 15 I5-13420H 8G 512G 6RTX3050 W11,LAPTOP,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i5,2.1 GHz,8,,DDR4,DDR4 SDRAM,16 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,"Bluetooth, 802.11ax",3,,70 Watt Hours,Batteries contained in equipment,,3,2.3 Kilograms,B0CMMVCT7C,,"#3,490 in Electronics (See Top 100 in Electronics)#10 inTraditional Laptops",4 November 2023,[],,1920x1080 Pixels,3200 MHz,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) Modern Standby (Connected); HP Extended Range Wireless LAN,,1,240 Volts,no,PCIE x 4,,,200 watts,,,,1,,,,,,,,,,,,,,,,
"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6 Cores up to 4.0 Ghz, 8GB DDR4-3200 RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) 250nits Anti-glare, Dos - Black",Previous page,"30,540",,,https://m.media-amazon.com/images/I/51yx9xMUCVL._AC_SX425_.jpg,"About this item
Lenovo V15 G2 Laptop - Ryzen 5 5500U 6 Cores up to 4.0 Ghz, 8GB DDR4-3200 RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) 250nits Anti-glare, Dos - Black",Lenovo,Lenovo V15 G2 R5 8G 1TB,15.6 Inches,Black,1 TB,AMD Ryzen 5 5500U,8 GB,DOS,"Battery : Integrated 38Wh, AMD Ryzen™ 5 5500U (6C / 12T, 2.1 / 4.0GHz, 3MB L2 / 8MB L3), Ethernet : 100/1000M (RJ-45), Security Chip : Firmware TPM 2.0 EnabledBattery : Integrated 38Wh, AMD Ryzen™ 5 5500U (6C / 12T, 2.1 / 4.0GHz, 3MB…See more",Integrated,Lenovo,53.4 x 33.1 x 7.2 cm; 1.7 kg,,Lenovo V15 G2 R5 8G 1TB,Lenovo,Lenovo V15 G2 R5 8G 1TB,Laptop,15.6 Inches,1920 x 1080 pixels,AMD,AMD Ryzen 5 5500U,2.1 GHz,6,,DDR4,DDR4 SDRAM,12 GB,1 TB,"SSD, HDD",Speakers,AMD Radeon,AMD,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, 801.11ac",1,,38 Watt Hours,Batteries contained in equipment,,,1.7 Kilograms,B0CM1ZNMD4,,"#249,162 in Electronics (See Top 100 in Electronics)#943 inTraditional Laptops",29 October 2023,[],,1920x1080 Pixels,3200 MHz,11ac 2x2 + BT5.1,1,1,5 Volts,,Serial ATA,,10 Hours,65 watts,,,,1,,,,,,,,,,,,,,,,
"Legion 5 Pro 16ACH6H Gaming Laptop Ryzen7-5800H 16"" WQXGA (2560x1600)-RTX 3070 8GB-2x 8GB Ram-1TB SSD- Windows 11 (82JQ00TSED)",1.0 out of 5 stars,"59,999",,,https://m.media-amazon.com/images/I/51D+UBKFhJL._AC_SX425_.jpg,"About this item
-Legion 5 Pro 16ACH6H
-AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3)
-2x 8GB SO-DIMM DDR4-3200
-1TB SSD M.2 2280 PCIe 3.0x4 NVMe
-NVIDIA GeForce RTX 3070 8GB GDDR6, Boost Clock 1560 / 1620MHz
-16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR 400, Dolby Vision, FreeSync, G-SYNC
-Windows 11 Home
Show more",Lenovo,Legion 5 Pro 16ACH6H,16 Inches,black,1 TB,AMD Ryzen 7 5800H,16 GB,Windows 11 Home,Anti Glare Screen,Custom,Lenovo,37.9 x 32 x 19.8 cm; 2.5 kg,,82JQ00TSED,Lenovo,Legion 5 Pro 16ACH6H,Laptop,16 Inches,2560 x 1600 pixels,AMD,AMD Ryzen 7 5800H,4.4 Hz,8,8,DDR4,,32 GB,1 TB,SSD,Headphones,NVIDIA GeForce RTX 3070,AMD,Custom,GDDR6,8 GB,PCI Express,802.11ax,2,,,,,,2.5 Kilograms,B0BPCX7NBC,1.01.0 out of 5 stars1 rating1.0 out of 5 stars,"#398,258 in Electronics (See Top 100 in Electronics)#1,202 inTraditional Laptops",7 December 2022,"[{'Reviewer': 'أدهم بهاء الشناوي', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 20 July 2024', 'Review': 'Rtx3070النسخه الي بتنباع نسخه ال\nمش 4070'}]",,,,Wi-Fi,1,,230 Volts,BD-R,Ethernet,,6 Hours,,,,,,,,,,,,,,,,,,,,,
"HP ENVY x360 Laptop, CPU: Core i5-1230U, 16GB DDR4 on-board Graphics Card: Intel Iris Xe , VRAM: Shared, Display: Touch/13.3 WUXGA (1920x1200) IPS 400 nits , 512GB, Windows 11 (13-bf0003ne)",Previous page,"47,000",,,https://m.media-amazon.com/images/I/61tMDzzAE+L._AC_SX425_.jpg,"About this item
Processor: Intel Core i5-1230U, a capable processor for general use and multitasking.
RAM:8GB, suitable for general use and multitasking.
Graphics: Integrated Intel Iris Xe graphics, suitable for everyday tasks and light gaming.
Display: 13.3-inch touchscreen WUXGA (1920x1200) IPS display with 400 nits brightness for vibrant visuals.",HP,13-BF0003NE,15.6 Inches,Silver,512 GB,Core i5,8 GB,Windows 11,fingerprint reader,Integrated,HP,,1 Lithium Ion batteries required. (included),13-bf0003ne,HP,13-BF0003NE,Convertible,15.6 Inches,1080p,Intel,Core i5,3 GHz,1,8 GB,DDR5,DDR5 RAM,512 GB,512 GB,SSD,Headphones,,Intel,Integrated,DDR5 SDRAM,,AGP,,1,Yes,30 Watt Hours,Batteries packed with equipment,,1,2 Kilograms,B0BM55BSN3,,"#107,916 in Electronics (See Top 100 in Electronics)#455 inTraditional Laptops",11 November 2022,[],23 x 33 x 2 cm; 2 kg,1920x1200,,"Bluetooth, Wi-Fi",2,,,DVD±RW,Solid State,,,,,,,,,,,,,,,,,,,,,,,
